Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/10000 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [64, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [64, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 32%|███▏      | 3199/10000 [1:38:29<3:16:55,  1.74s/it]
total loss: 10.817660875320435 | trans loss: 10.817660875320435
total loss: 4.085306332111359 | trans loss: 4.085306332111359
total loss: 4.034645626544952 | trans loss: 4.034645626544952
total loss: 4.025987503528595 | trans loss: 4.025987503528595
total loss: 4.034850783348084 | trans loss: 4.034850783348084
total loss: 4.011327996253967 | trans loss: 4.011327996253967
total loss: 3.9931268954277037 | trans loss: 3.9931268954277037
total loss: 3.9734973073005677 | trans loss: 3.9734973073005677
total loss: 3.9818471455574036 | trans loss: 3.9818471455574036
total loss: 4.053820648193359 | trans loss: 4.053820648193359
total loss: 4.0174569368362425 | trans loss: 4.0174569368362425
total loss: 4.024259295463562 | trans loss: 4.024259295463562
total loss: 4.0806241655349735 | trans loss: 4.0806241655349735
total loss: 4.006396236419678 | trans loss: 4.006396236419678
total loss: 4.041549196243286 | trans loss: 4.041549196243286
total loss: 3.9986797833442687 | trans loss: 3.9986797833442687
total loss: 4.029904894828796 | trans loss: 4.029904894828796
total loss: 4.0441117143630985 | trans loss: 4.0441117143630985
total loss: 4.010226266384125 | trans loss: 4.010226266384125
total loss: 3.9948255944252016 | trans loss: 3.9948255944252016
total loss: 4.0376364874839785 | trans loss: 4.0376364874839785
total loss: 4.021148207187653 | trans loss: 4.021148207187653
total loss: 4.002107453346253 | trans loss: 4.002107453346253
{'lr': np.float64(8.067872612166747e-06),
 'total_loss': np.float64(4.031524619293213),
 'trans_loss': np.float64(4.031524619293213)}
Rank [0], Epoch [9]: Training on train dataset
 32%|███▏      | 3199/10000 [1:32:38<3:12:55,  1.70s/it]
total loss: 4.093083145618439 | trans loss: 4.093083145618439
total loss: 4.038982684612274 | trans loss: 4.038982684612274
total loss: 4.006876358985901 | trans loss: 4.006876358985901
total loss: 3.9783057594299316 | trans loss: 3.9783057594299316
total loss: 4.068980543613434 | trans loss: 4.068980543613434
total loss: 4.012440586090088 | trans loss: 4.012440586090088
total loss: 3.9977558398246766 | trans loss: 3.9977558398246766
total loss: 3.9939294934272764 | trans loss: 3.9939294934272764
total loss: 4.047091767787934 | trans loss: 4.047091767787934
total loss: 4.037207884788513 | trans loss: 4.037207884788513
total loss: 4.0373730635643 | trans loss: 4.0373730635643
total loss: 4.070019075870514 | trans loss: 4.070019075870514
total loss: 4.071709480285644 | trans loss: 4.071709480285644
total loss: 4.014683182239533 | trans loss: 4.014683182239533
total loss: 4.087852914333343 | trans loss: 4.087852914333343
total loss: 4.030491487979889 | trans loss: 4.030491487979889
total loss: 4.035604510307312 | trans loss: 4.035604510307312
total loss: 4.075884399414062 | trans loss: 4.075884399414062
total loss: 4.05451744556427 | trans loss: 4.05451744556427
total loss: 3.987650361061096 | trans loss: 3.987650361061096
total loss: 4.031289372444153 | trans loss: 4.031289372444153
total loss: 4.076911306381225 | trans loss: 4.076911306381225
total loss: 4.070996618270874 | trans loss: 4.070996618270874
total loss: 4.032598283290863 | trans loss: 4.032598283290863
total loss: 4.013177485466003 | trans loss: 4.013177485466003
total loss: 4.052791192531585 | trans loss: 4.052791192531585
total loss: 4.016635885238648 | trans loss: 4.016635885238648
total loss: 4.005763545036316 | trans loss: 4.005763545036316
total loss: 4.004012017250061 | trans loss: 4.004012017250061
total loss: 4.04239643573761 | trans loss: 4.04239643573761
total loss: 4.015862538814544 | trans loss: 4.015862538814544
total loss: 4.001131815910339 | trans loss: 4.001131815910339
total loss: 4.038012094497681 | trans loss: 4.038012094497681
total loss: 4.074847769737244 | trans loss: 4.074847769737244
total loss: 4.008908543586731 | trans loss: 4.008908543586731
total loss: 4.061811959743499 | trans loss: 4.061811959743499
total loss: 4.020243210792541 | trans loss: 4.020243210792541
total loss: 4.017108752727508 | trans loss: 4.017108752727508
total loss: 4.042903683185577 | trans loss: 4.042903683185577
total loss: 4.030627729892731 | trans loss: 4.030627729892731
total loss: 4.00502501487732 | trans loss: 4.00502501487732
total loss: 4.034845025539398 | trans loss: 4.034845025539398
total loss: 3.990585560798645 | trans loss: 3.990585560798645
total loss: 4.067548170089721 | trans loss: 4.067548170089721
total loss: 4.07041332244873 | trans loss: 4.07041332244873
total loss: 4.032471697330475 | trans loss: 4.032471697330475
total loss: 4.059754767417908 | trans loss: 4.059754767417908
total loss: 4.035750343799591 | trans loss: 4.035750343799591
total loss: 4.026706509590149 | trans loss: 4.026706509590149
total loss: 3.9974098324775698 | trans loss: 3.9974098324775698
total loss: 4.036840372085571 | trans loss: 4.036840372085571
total loss: 3.978563883304596 | trans loss: 3.978563883304596
total loss: 3.980887475013733 | trans loss: 3.980887475013733
total loss: 4.034303243160248 | trans loss: 4.034303243160248
total loss: 4.026201448440552 | trans loss: 4.026201448440552
total loss: 4.038774881362915 | trans loss: 4.038774881362915
total loss: 4.010176160335541 | trans loss: 4.010176160335541
total loss: 4.012927205562591 | trans loss: 4.012927205562591
total loss: 4.043043205738067 | trans loss: 4.043043205738067
total loss: 4.033257417678833 | trans loss: 4.033257417678833
total loss: 4.028055536746979 | trans loss: 4.028055536746979
