Start training ...
Rank [0], Epoch [0]: Training on train dataset
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/utils/data/dataloader.py:627: UserWarning: This DataLoader will create 5 worker processes in total. Our suggested max number of worker in current system is 4, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
  0%|          | 0/16666 [00:00<?, ?it/s]/nfs/turbo/coe-chaijy-unreplicated/hongzefu/sam2act_historybench/sam2act/models/sam2act_agent.py:888: UserWarning: To copy construct from a tensor, it is recommended to use sourceTensor.detach().clone() or sourceTensor.detach().clone().requires_grad_(True), rather than torch.tensor(sourceTensor).
  trans_aug_range=torch.tensor(self._transform_augmentation_xyz),  # 平移增强范围
/home/hongzefu/micromamba/envs/sam2act/lib/python3.10/site-packages/torch/autograd/graph.py:841: UserWarning: Grad strides do not match bucket view strides. This may indicate grad was not created according to the gradient layout contract, or that the param's strides changed since DDP was constructed.  This is not an error, but may impair performance.
grad.sizes() = [36, 256, 1, 1], strides() = [256, 1, 256, 256]
bucket_view.sizes() = [36, 256, 1, 1], strides() = [256, 1, 1, 1] (Triggered internally at /pytorch/torch/csrc/distributed/c10d/reducer.cpp:334.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
 19%|█▉        | 3199/16666 [59:18<4:12:00,  1.12s/it]
total loss: 25.127712745666503 | trans loss: 10.802934856414796
total loss: 4.378990767002105 | trans loss: 3.92010644197464
total loss: 4.378955135345459 | trans loss: 3.9160863065719607
total loss: 4.4249585700035095 | trans loss: 3.941975839138031
total loss: 4.424082961082458 | trans loss: 3.9500170278549196
total loss: 4.39065541267395 | trans loss: 3.9354034900665282
total loss: 4.391879863739014 | trans loss: 3.926044523715973
total loss: 4.410096030235291 | trans loss: 3.9194748425483703
total loss: 4.378711664676667 | trans loss: 3.9204107689857484
total loss: 4.366073019504547 | trans loss: 3.898578760623932
total loss: 4.3872653579711915 | trans loss: 3.92521541595459
total loss: 4.371366851329803 | trans loss: 3.919560475349426
total loss: 4.367031805515289 | trans loss: 3.9077129912376405
total loss: 4.400163054466248 | trans loss: 3.9376138710975646
total loss: 4.3817725443840025 | trans loss: 3.9340707778930666
total loss: 4.367516081333161 | trans loss: 3.9119493770599365
total loss: 4.3497157740592955 | trans loss: 3.9072029900550844
total loss: 4.398922140598297 | trans loss: 3.9299329042434694
total loss: 4.450444614887237 | trans loss: 3.9273334693908692
total loss: 4.3779154920578005 | trans loss: 3.9138134288787843
total loss: 4.375925486087799 | trans loss: 3.9139984750747683
total loss: 4.380448970794678 | trans loss: 3.900016086101532
total loss: 4.380308792591095 | trans loss: 3.9020516157150267
total loss: 4.404025859832764 | trans loss: 3.907931842803955
total loss: 4.384452474117279 | trans loss: 3.9222756123542784
total loss: 4.381224355697632 | trans loss: 3.906313111782074
total loss: 4.386296603679657 | trans loss: 3.9103239488601687
total loss: 4.437036023139954 | trans loss: 3.9362362694740294
total loss: 4.374073588848114 | trans loss: 3.9121060299873354
total loss: 4.465654494762421 | trans loss: 3.9460896253585815
total loss: 4.36234991312027 | trans loss: 3.921650083065033
total loss: 4.417634296417236 | trans loss: 3.931239614486694
total loss: 4.362709014415741 | trans loss: 3.919601194858551
total loss: 4.367732629776001 | trans loss: 3.9129773354530335
total loss: 4.393158009052277 | trans loss: 3.948392038345337
total loss: 4.326560113430023 | trans loss: 3.8998593068122864
total loss: 4.354579203128814 | trans loss: 3.9109381079673766
total loss: 4.438419380187988 | trans loss: 3.9279082512855528
total loss: 4.383651051521301 | trans loss: 3.9109009861946107
total loss: 4.380845150947571 | trans loss: 3.9273490595817564
total loss: 4.400953588485717 | trans loss: 3.921463873386383
total loss: 4.356974627971649 | trans loss: 3.899611029624939
total loss: 4.416310248374939 | trans loss: 3.9184264278411867
total loss: 4.374983088970184 | trans loss: 3.885290253162384
total loss: 4.388166058063507 | trans loss: 3.9056231689453127
total loss: 4.405193219184875 | trans loss: 3.9247540760040285
total loss: 4.4181489610672 | trans loss: 3.92187194108963
total loss: 4.396395456790924 | trans loss: 3.9294283246994017
total loss: 4.368782103061676 | trans loss: 3.9269434595108033
total loss: 4.4056389832496645 | trans loss: 3.908062551021576
total loss: 4.414536647796631 | trans loss: 3.923112590312958
total loss: 4.3586184644699095 | trans loss: 3.897934145927429
total loss: 4.376055753231048 | trans loss: 3.9043450474739076
total loss: 4.316309807300567 | trans loss: 3.886685101985931
total loss: 4.31292777299881 | trans loss: 3.8853135251998903
total loss: 4.399731729030609 | trans loss: 3.9138660550117494
total loss: 4.379398844242096 | trans loss: 3.912093961238861
total loss: 4.354610388278961 | trans loss: 3.918851363658905
total loss: 4.372310438156128 | trans loss: 3.9245427083969116
total loss: 4.377350244522095 | trans loss: 3.9054765796661375
total loss: 4.370767803192138 | trans loss: 3.8951558232307435
total loss: 4.37670976638794 | trans loss: 3.918178176879883
total loss: 4.3783647203445435 | trans loss: 3.91633335351944
total loss: 4.383102128505707 | trans loss: 3.8991913652420043
total loss: 4.329647438526154 | trans loss: 3.897111189365387
total loss: 4.357876882553101 | trans loss: 3.899215109348297
total loss: 4.37636937379837 | trans loss: 3.8980207872390746
total loss: 4.331960997581482 | trans loss: 3.8988248825073244
total loss: 4.33974276304245 | trans loss: 3.899772024154663
total loss: 4.333606953620911 | trans loss: 3.904161570072174
total loss: 4.356682245731354 | trans loss: 3.8912142276763917
total loss: 4.393029534816742 | trans loss: 3.9092454171180724
total loss: 4.363574359416962 | trans loss: 3.9212852716445923
total loss: 4.321043448448181 | trans loss: 3.895168814659119
total loss: 4.393026731014252 | trans loss: 3.91210159778595
total loss: 4.430568912029266 | trans loss: 3.9318608903884886
total loss: 4.36139773607254 | trans loss: 3.9108987832069397
total loss: 4.385112104415893 | trans loss: 3.8840955233573915
total loss: 4.348960676193237 | trans loss: 3.885158829689026
total loss: 4.366767542362213 | trans loss: 3.906057050228119
total loss: 4.390762202739715 | trans loss: 3.9089776134490966
total loss: 4.360695023536682 | trans loss: 3.916943747997284
total loss: 4.3127546620368955 | trans loss: 3.898648431301117
total loss: 4.361280443668366 | trans loss: 3.9019225358963014
total loss: 4.368824217319489 | trans loss: 3.8863053369522094
total loss: 4.419836213588715 | trans loss: 3.923139898777008
total loss: 4.399502429962158 | trans loss: 3.911893289089203
total loss: 4.3264440107345585 | trans loss: 3.9032754135131835
total loss: 4.363093497753144 | trans loss: 3.918623626232147
total loss: 4.344901349544525 | trans loss: 3.894865188598633
total loss: 4.364042158126831 | trans loss: 3.899896342754364
total loss: 4.350677056312561 | trans loss: 3.890457773208618
total loss: 4.376237988471985 | trans loss: 3.901525101661682
total loss: 4.35971161365509 | trans loss: 3.9019933938980103
total loss: 4.30394948720932 | trans loss: 3.891315598487854
total loss: 4.337406620979309 | trans loss: 3.910514779090881
total loss: 4.3578313851356505 | trans loss: 3.910918252468109
total loss: 4.358488702774048 | trans loss: 3.904331588745117
total loss: 4.361394047737122 | trans loss: 3.9133271026611327
total loss: 4.345463280677795 | trans loss: 3.8901744055747987
total loss: 4.367188632488251 | trans loss: 3.902356264591217
total loss: 4.32469019651413 | trans loss: 3.9075538158416747
total loss: 4.309973976612091 | trans loss: 3.8773079180717467
total loss: 4.371472253799438 | trans loss: 3.8948532938957214
total loss: 4.377303898334503 | trans loss: 3.8941213870048523
total loss: 4.380294854640961 | trans loss: 3.89778751373291
total loss: 4.393994467258453 | trans loss: 3.914922525882721
total loss: 4.305245270729065 | trans loss: 3.879964668750763
total loss: 4.332133033275604 | trans loss: 3.895908787250519
total loss: 4.381504063606262 | trans loss: 3.9127004384994506
total loss: 4.305398898124695 | trans loss: 3.8825670790672304
total loss: 4.350217683315277 | trans loss: 3.903365728855133
total loss: 4.321728885173798 | trans loss: 3.8701488161087036
total loss: 4.313911683559418 | trans loss: 3.867835478782654
total loss: 4.371051480770111 | trans loss: 3.904685080051422
total loss: 4.315161159038544 | trans loss: 3.8852299857139587
total loss: 4.331873164176941 | trans loss: 3.8982220029830934
total loss: 4.33001817703247 | trans loss: 3.8895938062667845
total loss: 4.374584169387817 | trans loss: 3.9060611295700074
total loss: 4.366721136569977 | trans loss: 3.9095727682113646
total loss: 4.319324231147766 | trans loss: 3.9002402424812317
total loss: 4.332428228855133 | trans loss: 3.904947519302368
total loss: 4.314184160232544 | trans loss: 3.9106849932670595
total loss: 4.307712292671203 | trans loss: 3.884048271179199
total loss: 4.327899205684662 | trans loss: 3.8820722246170045
total loss: 4.35943623304367 | trans loss: 3.8948556685447695
total loss: 4.322543363571167 | trans loss: 3.8808081269264223
total loss: 4.355620400905609 | trans loss: 3.908113408088684
total loss: 4.34882021188736 | trans loss: 3.884076542854309
total loss: 4.279449310302734 | trans loss: 3.8841089034080505
total loss: 4.304566252231598 | trans loss: 3.9078188276290895
{'collision_loss': np.float64(0.0),
 'grip_loss': np.float64(0.00024366450917980733),
 'lr': np.float64(0.00026777109996932),
 'rot_loss_x': np.float64(0.002205393731105534),
 'rot_loss_y': np.float64(0.003394692223373319),
 'rot_loss_z': np.float64(0.459062667384513),
 'total_loss': np.float64(4.377433121612088),
 'trans_loss': np.float64(3.9125267474516576)}
Rank [0], Epoch [6]: Training on train dataset
 19%|█▉        | 3199/16666 [59:29<4:06:59,  1.10s/it]
total loss: 4.327382719516754 | trans loss: 3.8865621399879458
total loss: 4.340787713527679 | trans loss: 3.890172483921051
total loss: 4.292882974147797 | trans loss: 3.8928041219711305
total loss: 4.350056405067444 | trans loss: 3.8933251190185545
total loss: 4.3282135128974915 | trans loss: 3.8899366068840027
total loss: 4.328559002876282 | trans loss: 3.898654863834381
total loss: 4.328394746780395 | trans loss: 3.874595627784729
total loss: 4.333417937755585 | trans loss: 3.87290766954422
total loss: 4.274514904022217 | trans loss: 3.8630598092079165
total loss: 4.33744291305542 | trans loss: 3.901863396167755
total loss: 4.276284120082855 | trans loss: 3.882444679737091
total loss: 4.3142367720603945 | trans loss: 3.899488832950592
total loss: 4.299214160442352 | trans loss: 3.880948283672333
total loss: 4.3566695809364315 | trans loss: 3.89944313287735
total loss: 4.34545036315918 | trans loss: 3.8886393475532532
total loss: 4.321483840942383 | trans loss: 3.874883322715759
total loss: 4.331363165378571 | trans loss: 3.8727791833877565
total loss: 4.32542576789856 | trans loss: 3.8911497044563292
total loss: 4.283780438899994 | trans loss: 3.8631648993492127
total loss: 4.323049936294556 | trans loss: 3.9035249018669127
total loss: 4.334902141094208 | trans loss: 3.874374849796295
total loss: 4.276152222156525 | trans loss: 3.8754660582542417
total loss: 4.30593442440033 | trans loss: 3.8613179063797
total loss: 4.3046805691719054 | trans loss: 3.882607491016388
total loss: 4.316068787574768 | trans loss: 3.8795598697662355
total loss: 4.310740606784821 | trans loss: 3.891029236316681
total loss: 4.321366305351257 | trans loss: 3.891448793411255
total loss: 4.295312135219574 | trans loss: 3.876700232028961
total loss: 4.291438043117523 | trans loss: 3.888284885883331
total loss: 4.3151299977302555 | trans loss: 3.886785442829132
total loss: 4.350355696678162 | trans loss: 3.874410448074341
total loss: 4.319772226810455 | trans loss: 3.899595468044281
total loss: 4.313822576999664 | trans loss: 3.8643304228782656
total loss: 4.303721284866333 | trans loss: 3.8788737511634825
total loss: 4.3083897399902344 | trans loss: 3.8966227340698243
total loss: 4.321505401134491 | trans loss: 3.8835332417488098
total loss: 4.242425260543823 | trans loss: 3.8648049068450927
total loss: 4.2902950668334965 | trans loss: 3.8637290954589845
total loss: 4.3056866979599 | trans loss: 3.884101505279541
total loss: 4.354921827316284 | trans loss: 3.888376235961914
total loss: 4.283154809474945 | trans loss: 3.8675883412361145
total loss: 4.28152337551117 | trans loss: 3.8623819541931153
total loss: 4.316725780963898 | trans loss: 3.889918711185455
total loss: 4.3045989871025085 | trans loss: 3.8632678389549255
total loss: 4.316938247680664 | trans loss: 3.881757254600525
total loss: 4.31185905456543 | trans loss: 3.886086506843567
total loss: 4.289520409107208 | trans loss: 3.870490345954895
total loss: 4.285120840072632 | trans loss: 3.888414101600647
total loss: 4.250976648330688 | trans loss: 3.8598604226112365
total loss: 4.335945580005646 | trans loss: 3.881123287677765
total loss: 4.273093073368073 | trans loss: 3.8688808822631837
total loss: 4.3304085493087765 | trans loss: 3.8832119798660276
total loss: 4.239643025398254 | trans loss: 3.8724812293052673
total loss: 4.25220623254776 | trans loss: 3.874930827617645
total loss: 4.329070715904236 | trans loss: 3.89409853219986
total loss: 4.289239585399628 | trans loss: 3.8829348993301394
total loss: 4.302560114860535 | trans loss: 3.871905970573425
total loss: 4.273505737781525 | trans loss: 3.8704176354408264
total loss: 4.291482663154602 | trans loss: 3.8909142422676086
total loss: 4.2840175485610965 | trans loss: 3.8657624316215515
total loss: 4.2774365782737735 | trans loss: 3.8678759574890136
total loss: 4.293101511001587 | trans loss: 3.878074984550476
total loss: 4.268443894386292 | trans loss: 3.8618735122680663
total loss: 4.31887109041214 | trans loss: 3.8919539856910705
total loss: 4.261987946033478 | trans loss: 3.856261520385742
total loss: 4.323857231140137 | trans loss: 3.8846026992797853
total loss: 4.263150053024292 | trans loss: 3.8551737308502196
total loss: 4.291493670940399 | trans loss: 3.862569670677185
total loss: 4.30533415555954 | trans loss: 3.8667538356781006
total loss: 4.303319346904755 | trans loss: 3.8674010920524595
total loss: 4.28131005525589 | trans loss: 3.858549127578735
total loss: 4.275393698215485 | trans loss: 3.8799344635009767
total loss: 4.295108873844146 | trans loss: 3.8653981709480285
total loss: 4.296139619350433 | trans loss: 3.867127912044525
total loss: 4.262139387130738 | trans loss: 3.854595594406128
total loss: 4.237690634727478 | trans loss: 3.8581311011314394
total loss: 4.293615584373474 | trans loss: 3.8776451683044435
total loss: 4.284544990062714 | trans loss: 3.8652488446235655
total loss: 4.292722651958465 | trans loss: 3.881428792476654
total loss: 4.324499070644379 | trans loss: 3.879845902919769
total loss: 4.293566715717316 | trans loss: 3.8677185940742493
total loss: 4.3020837473869324 | trans loss: 3.8652808904647826
total loss: 4.299546155929566 | trans loss: 3.8557466101646423
total loss: 4.288718631267548 | trans loss: 3.89763720035553
total loss: 4.298524253368377 | trans loss: 3.8646971130371095
total loss: 4.317839620113372 | trans loss: 3.8727444982528687
total loss: 4.307345793247223 | trans loss: 3.8851764893531797
total loss: 4.312044804096222 | trans loss: 3.8729924035072325
total loss: 4.244590139389038 | trans loss: 3.848611266613007
total loss: 4.312100739479065 | trans loss: 3.8789777994155883
total loss: 4.279405992031098 | trans loss: 3.8753687262535097
total loss: 4.252479786872864 | trans loss: 3.8807259678840635
total loss: 4.286749060153961 | trans loss: 3.8742692494392394
total loss: 4.237571814060211 | trans loss: 3.867012786865234
total loss: 4.257898890972138 | trans loss: 3.8606988835334777
total loss: 4.288131601810456 | trans loss: 3.860741412639618
total loss: 4.265907955169678 | trans loss: 3.8582511615753172
total loss: 4.283036167621613 | trans loss: 3.8693318963050842
total loss: 4.303668591976166 | trans loss: 3.877821297645569
total loss: 4.286117951869965 | trans loss: 3.876585884094238
total loss: 4.233008906841278 | trans loss: 3.8511523747444154
total loss: 4.226080138683319 | trans loss: 3.849132812023163
total loss: 4.271673924922943 | trans loss: 3.875329375267029
total loss: 4.270248212814331 | trans loss: 3.879250087738037
total loss: 4.238798201084137 | trans loss: 3.8556624007225038
total loss: 4.340223965644836 | trans loss: 3.8709480285644533
total loss: 4.2841852140426635 | trans loss: 3.8837202382087708
total loss: 4.240734043121338 | trans loss: 3.84642972946167
total loss: 4.285465850830078 | trans loss: 3.877801232337952
total loss: 4.273216338157654 | trans loss: 3.8563947796821596
total loss: 4.268232617378235 | trans loss: 3.858227412700653
total loss: 4.261916003227234 | trans loss: 3.8711283731460573
total loss: 4.2931770944595335 | trans loss: 3.8641949701309204
total loss: 4.2301429486274715 | trans loss: 3.842722764015198
total loss: 4.253542437553405 | trans loss: 3.8691380500793455
total loss: 4.242519552707672 | trans loss: 3.8561187601089477
total loss: 4.294020218849182 | trans loss: 3.8611690378189087
total loss: 4.258229434490204 | trans loss: 3.856411316394806
total loss: 4.234091856479645 | trans loss: 3.852348153591156
total loss: 4.230589787960053 | trans loss: 3.869020380973816
total loss: 4.256581559181213 | trans loss: 3.867562646865845
total loss: 4.241949729919433 | trans loss: 3.8548584628105163
total loss: 4.267454550266266 | trans loss: 3.8687054538726806
total loss: 4.280794394016266 | trans loss: 3.871606090068817
total loss: 4.265108377933502 | trans loss: 3.849300055503845
total loss: 4.248370473384857 | trans loss: 3.859262249469757
total loss: 4.247041707038879 | trans loss: 3.8532585382461546
total loss: 4.313231196403503 | trans loss: 3.8852620363235473
total loss: 4.281636910438538 | trans loss: 3.8763680267333984
total loss: 4.255918028354645 | trans loss: 3.856054890155792
total loss: 4.275509612560272 | trans loss: 3.8609495306015016
total loss: 4.29258115530014 | trans loss: 3.867552926540375
total loss: 4.234726998806 | trans loss: 3.844852545261383
total loss: 4.231945564746857 | trans loss: 3.852424325942993
total loss: 4.282348954677582 | trans loss: 3.8616830563545226
total loss: 4.261108088493347 | trans loss: 3.8658722972869874
total loss: 4.2417820978164675 | trans loss: 3.834030499458313
total loss: 4.3095499658584595 | trans loss: 3.8674901294708253
total loss: 4.201326680183411 | trans loss: 3.8188409066200255
total loss: 4.2344912242889405 | trans loss: 3.847153286933899
total loss: 4.246775612831116 | trans loss: 3.8491350769996644
total loss: 4.2128910326957705 | trans loss: 3.857176988124847
total loss: 4.220365993976593 | trans loss: 3.851041564941406
total loss: 4.2496474170684815 | trans loss: 3.8503016233444214
total loss: 4.232708125114441 | trans loss: 3.8396283984184265
total loss: 4.239100656509399 | trans loss: 3.8598140048980714
total loss: 4.282770369052887 | trans loss: 3.8629925417900086
total loss: 4.2365429520607 | trans loss: 3.85529682636261
total loss: 4.266932153701783 | trans loss: 3.866092178821564
total loss: 4.249886417388916 | trans loss: 3.8461880612373354
total loss: 4.275184297561646 | trans loss: 3.8623645639419557
total loss: 4.259875075817108 | trans loss: 3.8619282126426695
total loss: 4.245839424133301 | trans loss: 3.8503984570503236
total loss: 4.263842523097992 | trans loss: 3.8480163407325745
total loss: 4.230611946582794 | trans loss: 3.843455126285553
total loss: 4.2544687414169315 | trans loss: 3.859219512939453
total loss: 4.212721557617187 | trans loss: 3.8586398911476136
total loss: 4.221099886894226 | trans loss: 3.8508728456497194
total loss: 4.217974989414215 | trans loss: 3.8324587893486024
total loss: 4.200245332717896 | trans loss: 3.846461086273193
total loss: 4.219861900806427 | trans loss: 3.853217306137085
total loss: 4.272580173015594 | trans loss: 3.856992163658142
total loss: 4.22938937664032 | trans loss: 3.8487457156181337
total loss: 4.208254306316376 | trans loss: 3.845127167701721
total loss: 4.280463771820068 | trans loss: 3.8548197460174563
total loss: 4.273082478046417 | trans loss: 3.8638472366333008
{'collision_loss': np.float64(0.0),
 'grip_loss': np.float64(6.512339645114701e-05),
 'lr': np.float64(0.00017874485836252377),
 'rot_loss_x': np.float64(0.0017162547007522786),
 'rot_loss_y': np.float64(0.0027294113581862412),
 'rot_loss_z': np.float64(0.40773607151978253),
 'total_loss': np.float64(4.281094297546735),
 'trans_loss': np.float64(3.8688474653377463)}
Rank [0], Epoch [7]: Training on train dataset
 19%|█▉        | 3199/16666 [59:32<4:13:30,  1.13s/it]
total loss: 4.25304667711258 | trans loss: 3.8487232732772827
total loss: 4.232987177371979 | trans loss: 3.848554754257202
total loss: 4.222975244522095 | trans loss: 3.855341374874115
total loss: 4.222629313468933 | trans loss: 3.8425405621528625
total loss: 4.245618360042572 | trans loss: 3.8464217662811278
total loss: 4.223931169509887 | trans loss: 3.8463972425460815
total loss: 4.244465820789337 | trans loss: 3.8566328835487367
total loss: 4.256241648197174 | trans loss: 3.864682469367981
total loss: 4.241216027736664 | trans loss: 3.848920452594757
total loss: 4.209477272033691 | trans loss: 3.8332582235336305
total loss: 4.21136147737503 | trans loss: 3.8360313963890076
total loss: 4.27823780298233 | trans loss: 3.8389926409721373
total loss: 4.233550934791565 | trans loss: 3.841295294761658
total loss: 4.254059402942658 | trans loss: 3.8524237203598024
total loss: 4.243896770477295 | trans loss: 3.869711093902588
total loss: 4.225024387836457 | trans loss: 3.8445887422561644
total loss: 4.251555247306824 | trans loss: 3.8513412785530092
total loss: 4.199384777545929 | trans loss: 3.826446084976196
total loss: 4.258597006797791 | trans loss: 3.8501906251907347
total loss: 4.227169308662415 | trans loss: 3.833778166770935
total loss: 4.241119093894959 | trans loss: 3.850646743774414
total loss: 4.2451295351982115 | trans loss: 3.8529994654655457
total loss: 4.236689307689667 | trans loss: 3.846298806667328
total loss: 4.224321405887604 | trans loss: 3.826389281749725
total loss: 4.206753735542297 | trans loss: 3.8358010768890383
total loss: 4.228931033611298 | trans loss: 3.8448363971710204
total loss: 4.201180794239044 | trans loss: 3.8299298214912416
total loss: 4.227261998653412 | trans loss: 3.844738790988922
total loss: 4.212125630378723 | trans loss: 3.840784409046173
total loss: 4.242624220848083 | trans loss: 3.849755036830902
total loss: 4.235215935707092 | trans loss: 3.8343255305290223
total loss: 4.224493370056153 | trans loss: 3.8375390195846557
total loss: 4.197269687652588 | trans loss: 3.8391950798034666
total loss: 4.248959245681763 | trans loss: 3.856150913238525
total loss: 4.2611858892440795 | trans loss: 3.848745574951172
total loss: 4.230277025699616 | trans loss: 3.8427115511894225
total loss: 4.228796956539154 | trans loss: 3.834958770275116
total loss: 4.256282367706299 | trans loss: 3.8511890959739685
total loss: 4.196370885372162 | trans loss: 3.8364248847961426
total loss: 4.224630544185638 | trans loss: 3.8464352965354918
total loss: 4.248433425426483 | trans loss: 3.8493079233169554
total loss: 4.252813150882721 | trans loss: 3.846998414993286
total loss: 4.230063526630402 | trans loss: 3.839568786621094
total loss: 4.23079849243164 | trans loss: 3.8508475255966186
total loss: 4.224284722805023 | trans loss: 3.8411996126174928
total loss: 4.232720470428466 | trans loss: 3.845085983276367
total loss: 4.257682204246521 | trans loss: 3.864831326007843
total loss: 4.229292695522308 | trans loss: 3.8308195304870605
total loss: 4.213534200191498 | trans loss: 3.845900506973267
total loss: 4.2136067342758174 | trans loss: 3.827546262741089
total loss: 4.222169492244721 | trans loss: 3.846430597305298
total loss: 4.2309553861618046 | trans loss: 3.856202127933502
total loss: 4.2128506803512575 | trans loss: 3.855671217441559
total loss: 4.239307141304016 | trans loss: 3.844543492794037
total loss: 4.209706392288208 | trans loss: 3.843670048713684
total loss: 4.167892882823944 | trans loss: 3.8166900396347048
total loss: 4.219091215133667 | trans loss: 3.8412650299072264
total loss: 4.204470508098602 | trans loss: 3.8306531071662904
total loss: 4.253277530670166 | trans loss: 3.8305419278144837
total loss: 4.218620383739472 | trans loss: 3.8364434361457826
total loss: 4.190164551734925 | trans loss: 3.8443079233169555
total loss: 4.243251504898072 | trans loss: 3.836006970405579
total loss: 4.21968777179718 | trans loss: 3.843551015853882
total loss: 4.234748728275299 | trans loss: 3.851250178813934
total loss: 4.22476814031601 | trans loss: 3.8297855186462404
total loss: 4.195554792881012 | trans loss: 3.828209035396576
total loss: 4.190374503135681 | trans loss: 3.835435628890991
total loss: 4.204629943370819 | trans loss: 3.818806347846985
total loss: 4.190423607826233 | trans loss: 3.8283814883232115
total loss: 4.189287974834442 | trans loss: 3.8351739382743837
total loss: 4.211294980049133 | trans loss: 3.8251438617706297
total loss: 4.215552814006806 | trans loss: 3.8422517585754394
total loss: 4.168424425125122 | trans loss: 3.8290967893600465
total loss: 4.201301727294922 | trans loss: 3.836947710514069
total loss: 4.208088538646698 | trans loss: 3.8361885857582094
total loss: 4.19618661403656 | trans loss: 3.826551012992859
total loss: 4.1921794223785405 | trans loss: 3.8330705976486206
total loss: 4.186027731895447 | trans loss: 3.837864239215851
total loss: 4.219365911483765 | trans loss: 3.8470299553871157
total loss: 4.192796342372894 | trans loss: 3.8214000272750854
total loss: 4.22805552482605 | trans loss: 3.833076171875
total loss: 4.213788015842438 | trans loss: 3.8562564182281496
total loss: 4.241167540550232 | trans loss: 3.8468189811706544
total loss: 4.2110364890098575 | trans loss: 3.8312064003944397
total loss: 4.230916764736175 | trans loss: 3.8454867148399354
total loss: 4.20816294670105 | trans loss: 3.831334102153778
total loss: 4.201951870918274 | trans loss: 3.839378216266632
total loss: 4.163339533805847 | trans loss: 3.834063000679016
total loss: 4.213770244121552 | trans loss: 3.833785820007324
total loss: 4.2111004447937015 | trans loss: 3.8345157933235168
total loss: 4.180113360881806 | trans loss: 3.8234574747085572
total loss: 4.177017593383789 | trans loss: 3.8245227217674254
total loss: 4.190442490577698 | trans loss: 3.8335769367218018
total loss: 4.205316286087037 | trans loss: 3.8271407151222228
total loss: 4.202959005832672 | trans loss: 3.8356681418418885
total loss: 4.216134219169617 | trans loss: 3.845283250808716
total loss: 4.215026869773864 | trans loss: 3.837346923351288
total loss: 4.200621790885926 | trans loss: 3.8317063546180723
total loss: 4.155511317253112 | trans loss: 3.8245537543296813
total loss: 4.201034860610962 | trans loss: 3.8190912866592406
total loss: 4.176577532291413 | trans loss: 3.8198166990280153
total loss: 4.150718803405762 | trans loss: 3.8220537328720092
total loss: 4.238813018798828 | trans loss: 3.8318814492225646
total loss: 4.204967851638794 | trans loss: 3.84279011964798
total loss: 4.1817391276359555 | trans loss: 3.827094142436981
total loss: 4.209383866786957 | trans loss: 3.844772799015045
total loss: 4.206767811775207 | trans loss: 3.825710620880127
total loss: 4.211452560424805 | trans loss: 3.8219793844223022
total loss: 4.181656198501587 | trans loss: 3.8327023148536683
total loss: 4.21486653804779 | trans loss: 3.8472820115089417
total loss: 4.19920967578888 | trans loss: 3.816822726726532
total loss: 4.222734594345093 | trans loss: 3.837805037498474
total loss: 4.235956959724426 | trans loss: 3.831960053443909
total loss: 4.190022885799408 | trans loss: 3.826326370239258
total loss: 4.190043683052063 | trans loss: 3.8227105236053465
total loss: 4.157872815132141 | trans loss: 3.822110629081726
total loss: 4.2260754942893985 | trans loss: 3.842737352848053
total loss: 4.194821362495422 | trans loss: 3.831604735851288
total loss: 4.176428134441376 | trans loss: 3.8233118510246276
total loss: 4.196445152759552 | trans loss: 3.819874057769775
total loss: 4.1768789386749265 | trans loss: 3.818310480117798
total loss: 4.182766208648681 | trans loss: 3.8309326219558715
total loss: 4.177132847309113 | trans loss: 3.8126827263832093
total loss: 4.233408894538879 | trans loss: 3.830567252635956
total loss: 4.214001138210296 | trans loss: 3.824605429172516
total loss: 4.215277910232544 | trans loss: 3.8282294249534607
total loss: 4.185426218509674 | trans loss: 3.8403617691993714
total loss: 4.1815548467636106 | trans loss: 3.8205629634857177
total loss: 4.17074551820755 | trans loss: 3.8151743745803834
total loss: 4.153077936172485 | trans loss: 3.8190665674209594
total loss: 4.174972219467163 | trans loss: 3.824478259086609
total loss: 4.182522542476654 | trans loss: 3.8357913970947264
total loss: 4.168662383556366 | trans loss: 3.8227052450180055
total loss: 4.204831166267395 | trans loss: 3.8311654901504517
total loss: 4.253468534946442 | trans loss: 3.8403983783721922
total loss: 4.154818584918976 | trans loss: 3.8164624190330505
total loss: 4.201621084213257 | trans loss: 3.843303418159485
total loss: 4.169656801223755 | trans loss: 3.8138916301727295
total loss: 4.136625936031342 | trans loss: 3.8167259001731875
total loss: 4.195113625526428 | trans loss: 3.8306850385665894
total loss: 4.152776470184326 | trans loss: 3.8232883071899413
total loss: 4.202235958576202 | trans loss: 3.81633930683136
total loss: 4.225685861110687 | trans loss: 3.8419609117507934
total loss: 4.209076573848725 | trans loss: 3.833852128982544
total loss: 4.185839354991913 | trans loss: 3.8221912384033203
total loss: 4.1707653498649595 | trans loss: 3.834781939983368
total loss: 4.163526155948639 | trans loss: 3.813073573112488
total loss: 4.199431014060974 | trans loss: 3.822668240070343
total loss: 4.201903111934662 | trans loss: 3.825596673488617
